pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,pos2_person_id,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pos1_person_id,pos2_person_id.1,pos3_person_id,pos4_person_id,pos5_person_id,pos6_person_id,pos7_person_id,pos8_person_id,pos9_person_id,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,barrel
FF,2017-04-07,97,2.166,5.6647,Kurt Suzuki,435559,553878,NA,ball,NA,NA,NA,NA,11,NA,R,R,L,PIT,ATL,B,NA,NA,0,1,2017,0.4274,1.8911,-1.8661,2.4136,NA,NA,NA,0,7,Top,NA,NA,NA,NA,465041,NA,170407_192540,-11.5539,-140.3597,-7.1284,8.5109,36.9946,-6.4004,3.22,1.45,NA,NA,NA,94.884,2445,5.751,490148,553878,465041,444379,543281,501896,474568,570256,516782,457705,54.75,0,0,NA,NA,NA,NA,NA,58,2,NA
FF,2017-04-07,95.7,2.1649,5.468,Kurt Suzuki,435559,553878,NA,called_strike,NA,NA,NA,NA,2,NA,R,R,L,PIT,ATL,S,NA,NA,0,0,2017,0.6415,1.0299,0.1382,2.6913,NA,NA,NA,0,7,Top,NA,NA,NA,NA,465041,NA,170407_192524,-6.6586,-139.1154,-3.9138,9.6039,30.9669,-18.5152,3.22,1.45,NA,NA,NA,94.462,2358,5.607,490148,553878,465041,444379,543281,501896,474568,570256,516782,457705,54.8941,0,0,NA,NA,NA,NA,NA,58,1,NA
FF,2017-04-05,97,1.7982,5.7088,Mitch Moreland,519048,553878,strikeout,swinging_strike,NA,NA,NA,NA,12,Mitch Moreland strikes out swinging.,R,L,L,BOS,PIT,S,NA,NA,1,2,2017,0.8551,1.632,0.309,3.9217,NA,NA,NA,2,9,Bot,NA,NA,NA,NA,465041,NA,170406_014651,-5.8835,-140.92,-2.8254,12.6853,36.6571,-10.4129,3.46,1.63,NA,NA,NA,95.872,2322,6.061,490130,553878,465041,444379,543281,501896,474568,570256,516782,457705,54.4387,0,0,0,1,0,0,NA,63,4,NA
FF,2017-04-05,97.1,2.2877,5.6502,Mitch Moreland,519048,553878,NA,foul,NA,NA,NA,NA,6,NA,R,L,L,BOS,PIT,S,NA,NA,1,1,2017,1.2037,1.4538,0.4394,2.2495,NA,NA,NA,2,9,Bot,NA,NA,NA,NA,465041,NA,170406_014627,-7.5549,-140.8448,-6.676,17.4804,34.5123,-11.9231,3.46,1.63,60,91.1,-0.0151,95.651,2371,5.811,490130,553878,465041,444379,543281,501896,474568,570256,516782,457705,54.6891,0,0,NA,NA,NA,NA,2,63,3,0
SL,2017-04-05,82.4,2.1062,5.5268,Mitch Moreland,519048,553878,NA,ball,NA,NA,NA,NA,13,NA,R,L,L,BOS,PIT,B,NA,NA,0,1,2017,-1.8802,0.5139,-2.8855,1.7977,NA,NA,NA,2,9,Bot,NA,NA,NA,NA,465041,NA,170406_014606,-7.6475,-119.4625,-2.7334,-15.4646,25.0735,-27.2446,3.46,1.63,NA,NA,NA,79.922,2752,4.989,490130,553878,465041,444379,543281,501896,474568,570256,516782,457705,55.5107,0,0,NA,NA,NA,NA,NA,63,2,NA
CU,2017-04-05,78.8,2.1427,5.6484,Mitch Moreland,519048,553878,NA,swinging_strike,NA,NA,NA,NA,7,NA,R,L,L,BOS,PIT,S,NA,NA,0,0,2017,-1.2206,-0.8392,-0.6145,1.5298,NA,NA,NA,2,9,Bot,NA,NA,NA,NA,465041,NA,170406_014549,-3.7331,-114.5021,-0.5506,-9.4694,23.3256,-39.3987,3.46,1.63,NA,NA,NA,76.795,2720,5.163,490130,553878,465041,444379,543281,501896,474568,570256,516782,457705,55.3372,0,0,NA,NA,NA,NA,NA,63,1,NA
CU,2017-04-05,78.6,2.4954,5.4273,Hanley Ramirez,434670,553878,field_out,hit_into_play,NA,NA,NA,NA,6,Hanley Ramirez lines out sharply to shortstop Jordy Mercer.,R,R,L,BOS,PIT,X,6,line_drive,2,2,2017,-1.4936,-0.7389,0.573,2.3625,NA,NA,NA,1,9,Bot,101.28,76.31,NA,NA,465041,NA,170406_014507,-1.487,-113.9608,1.6126,-11.9239,24.8854,-38.9238,3.57,1.66,172,108.3,7.41,75.925,2771,4.98,490130,553878,465041,444379,543281,501896,474568,570256,516782,457705,55.5201,0.729,0.706,0,1,0,0,4,62,5,0
FF,2017-04-05,95,2.0469,5.6847,Hanley Ramirez,434670,553878,NA,foul,NA,NA,NA,NA,5,NA,R,R,L,BOS,PIT,S,NA,NA,2,1,2017,0.8748,1.622,-0.105,2.3406,NA,NA,NA,1,9,Bot,NA,NA,NA,NA,465041,NA,170406_014442,-7.4038,-137.7511,-6.4329,12.5452,33.2057,-10.9507,3.57,1.66,193,74,56.9926,93.072,2380,5.538,490130,553878,465041,444379,543281,501896,474568,570256,516782,457705,54.962,0,0,NA,NA,NA,NA,3,62,4,0
FF,2017-04-05,95.4,2.0101,5.6345,Hanley Ramirez,434670,553878,NA,ball,NA,NA,NA,NA,13,NA,R,R,L,BOS,PIT,B,NA,NA,1,1,2017,0.8509,1.2895,-1.2351,2.3777,NA,NA,NA,1,9,Bot,NA,NA,NA,NA,465041,NA,170406_014423,-10.2743,-138.3202,-5.6461,13.0542,31.8423,-14.9268,3.57,1.66,NA,NA,NA,94.097,2441,5.799,490130,553878,465041,444379,543281,501896,474568,570256,516782,457705,54.7005,0,0,NA,NA,NA,NA,NA,62,3,NA
CH,2017-04-05,85.1,2.0698,5.4637,Hanley Ramirez,434670,553878,NA,foul,NA,NA,NA,NA,2,NA,R,R,L,BOS,PIT,S,NA,NA,1,0,2017,1.5528,0.1219,0.2499,3.1912,NA,NA,NA,1,9,Bot,NA,NA,NA,NA,465041,NA,170406_014402,-7.2536,-123.4809,0.8311,17.0981,27.2435,-31.4057,3.57,1.66,246,84.5,47.9575,83.855,1806,5.875,490130,553878,465041,444379,543281,501896,474568,570256,516782,457705,54.6253,0,0,NA,NA,NA,NA,3,62,2,0
CH,2017-04-05,85.6,2.1762,5.5757,Hanley Ramirez,434670,553878,NA,ball,NA,NA,NA,NA,12,NA,R,R,L,BOS,PIT,B,NA,NA,0,0,2017,1.7183,0.3824,2.743,3.7515,NA,NA,NA,1,9,Bot,NA,NA,NA,NA,465041,NA,170406_014346,-2.0646,-124.4496,1.2736,17.9201,27.6098,-28.8304,3.57,1.66,NA,NA,NA,84.623,1786,5.942,490130,553878,465041,444379,543281,501896,474568,570256,516782,457705,54.5579,0,0,NA,NA,NA,NA,NA,62,1,NA
FF,2017-04-05,95.6,1.9204,5.8232,Xander Bogaerts,593428,553878,field_out,hit_into_play,NA,NA,NA,NA,11,Xander Bogaerts flies out to right fielder Andrew McCutchen.,R,R,L,BOS,PIT,X,9,fly_ball,1,1,2017,0.6312,1.5211,-0.8712,3.0134,NA,NA,NA,0,9,Bot,174.54,82.13,NA,NA,465041,NA,170406_014304,-8.5964,-138.7177,-4.9715,9.9462,33.1352,-12.2373,3.54,1.56,281,86.4,38.398,93.851,2288,5.574,490130,553878,465041,444379,543281,501896,474568,570256,516782,457705,54.9263,0.011,0.014,0,1,0,0,3,61,3,0
CH,2017-04-05,86.2,2.1788,5.4975,Xander Bogaerts,593428,553878,NA,called_strike,NA,NA,NA,NA,3,NA,R,R,L,BOS,PIT,S,NA,NA,1,0,2017,1.4483,0.1709,0.7878,3.2176,NA,NA,NA,0,9,Bot,NA,NA,NA,NA,465041,NA,170406_014253,-6.177,-125.2059,0.5515,16.3294,27.9065,-30.7868,3.54,1.56,NA,NA,NA,85.301,1838,6.045,490130,553878,465041,444379,543281,501896,474568,570256,516782,457705,54.4544,0,0,NA,NA,NA,NA,NA,61,2,NA
FF,2017-04-05,95.3,1.6512,5.919,Xander Bogaerts,593428,553878,NA,ball,NA,NA,NA,NA,3,NA,R,R,L,BOS,PIT,B,NA,NA,0,0,2017,1.0322,1.3062,0.6211,3.1752,NA,NA,NA,0,9,Bot,NA,NA,NA,NA,465041,NA,170406_014236,-4.9125,-138.4284,-4.3398,14.0959,32.6894,-15.0387,3.54,1.56,NA,NA,NA,93.975,2097,5.742,490130,553878,465041,444379,543281,501896,474568,570256,516782,457705,54.7579,0,0,NA,NA,NA,NA,NA,61,1,NA
CH,2017-04-03,85.7,2.4414,5.2157,Mookie Betts,605141,553878,force_out,hit_into_play,NA,NA,NA,NA,9,"Mookie Betts grounds into a force out, shortstop Jordy Mercer to second baseman Josh Harrison.   Sandy Leon out at 2nd.",R,R,L,BOS,PIT,X,6,ground_ball,1,0,2017,1.3208,0.1247,0.6975,1.9239,NA,NA,506702,2,7,Bot,118.32,147.58,NA,NA,465041,NA,170403_203210,-6.6458,-124.553,-1.6925,14.8022,26.3248,-30.8108,3.25,1.48,32,76.9,-1.365,84.545,2048,5.723,490108,553878,465041,605137,543281,501896,474568,624428,516782,457705,54.7773,0.158,0.149,0,1,0,0,2,60,2,0
FF,2017-04-03,96.9,2.548,5.4713,Mookie Betts,605141,553878,NA,ball,NA,NA,NA,NA,11,NA,R,R,L,BOS,PIT,B,NA,NA,0,0,2017,0.9727,1.493,-0.0168,3.4086,NA,NA,506702,2,7,Bot,NA,NA,NA,NA,465041,NA,170403_203153,-8.8782,-140.649,-3.2106,14.6114,32.0752,-12.3754,3.25,1.48,NA,NA,NA,95.499,2433,5.633,490108,553878,465041,605137,543281,501896,474568,624428,516782,457705,54.867,0,0,NA,NA,NA,NA,NA,60,1,NA
FF,2017-04-03,97.3,2.0326,5.6392,Andrew Benintendi,643217,553878,field_out,hit_into_play,NA,NA,NA,NA,5,Andrew Benintendi flies out to left fielder Adam Frazier.,R,L,L,BOS,PIT,X,7,fly_ball,0,0,2017,0.7619,1.6092,-0.1193,2.3887,NA,NA,506702,1,7,Bot,68.71,85.69,NA,NA,465041,NA,170403_203108,-7.3815,-141.3239,-6.7012,11.6598,31.9383,-9.8021,3.4,1.55,304,94.3,44.783,96.15,2442,5.714,490108,553878,465041,605137,543281,501896,474568,624428,516782,457705,54.786,0.011,0.015,0,1,0,0,3,59,1,0
CH,2017-04-03,85.8,2.3383,5.3684,Dustin Pedroia,456030,553878,strikeout,called_strike,NA,NA,NA,NA,3,Dustin Pedroia called out on strikes.,R,R,L,BOS,PIT,S,NA,NA,2,2,2017,1.2705,0.0797,0.5227,3.3668,NA,NA,506702,0,7,Bot,NA,NA,NA,NA,465041,NA,170403_203033,-6.7539,-124.648,1.354,14.3776,24.3051,-31.8495,3.29,1.45,NA,NA,NA,85.148,2019,5.89,490108,553878,465041,605137,543281,501896,474568,624428,516782,457705,54.6095,0,0,0,1,0,0,NA,58,6,NA
